date,N,P,K,Kelembaban,Suhu,pH,class,label
560,11,15,38,28,25.1,5.36,0,Kentang
561,11,15,38,30,25.1,6.97,0,Kentang
562,11,15,38,28,25.1,4.29,0,Kentang
563,11,15,38,29,25.1,5.28,0,Kentang
564,11,15,38,28,25.1,5.06,0,Kentang
565,11,15,38,31,25.1,7.22,0,Kentang
566,11,15,38,29,25.1,6.85,0,Kentang
567,11,15,38,28,25.1,4.46,0,Kentang
568,11,15,38,28,25.1,5.14,0,Kentang
569,11,15,38,28,25.1,4.54,0,Kentang
570,11,15,38,29,25.1,7.15,0,Kentang
571,11,15,38,28,25.1,4.18,0,Kentang
572,11,15,38,28,25.1,5.23,0,Kentang
573,11,15,38,28,25.1,5.02,0,Kentang
574,11,15,38,29,25.1,7.21,0,Kentang
575,11,15,38,28,25.1,4.12,0,Kentang
576,11,15,38,27,25.1,4.27,0,Kentang
577,11,15,38,28,25.1,5.13,0,Kentang
578,11,15,38,31,25.1,7.31,0,Kentang
579,11,15,38,28,25.1,7.02,0,Kentang
580,11,15,38,28,25.1,4.78,0,Kentang
581,11,15,38,31,25.1,4.42,0,Kentang
582,11,15,38,28,25.1,4.52,0,Kentang
583,11,15,38,31,25.1,6.76,0,Kentang
584,11,15,38,31,25.1,4.5,0,Kentang
585,11,15,38,30,25.1,5.26,0,Kentang
586,11,15,38,31,25.1,5.52,0,Kentang
587,11,15,38,28,25.1,7.57,0,Kentang
588,11,15,38,29,25.1,6.99,0,Kentang
589,11,15,38,28,25.1,4.87,0,Kentang
590,11,15,38,28,25.1,4.84,0,Kentang
591,11,15,38,28,25.1,7.77,0,Kentang
592,11,15,38,30,25.1,7.44,0,Kentang
593,11,15,38,27,25.1,4.11,0,Kentang
594,11,15,38,28,25.1,5.04,0,Kentang
595,11,15,38,27,25.1,5.22,0,Kentang
596,11,15,38,30,25.1,7.43,0,Kentang
597,11,15,38,30,25.1,6.93,0,Kentang
598,11,15,38,28,25.1,4.25,0,Kentang
599,11,15,38,28,25.1,4.9,0,Kentang
600,11,15,38,28,25.1,5.26,0,Kentang
601,11,15,38,24,25.1,5.78,1,Cabe
602,11,15,38,24,25.1,4.75,1,Cabe
603,11,15,38,24,25.1,5.12,1,Cabe
604,11,15,38,24,25.1,7.76,1,Cabe
605,11,15,38,24,25.1,4.91,1,Cabe
606,11,15,38,28,25.1,4.45,1,Cabe
607,11,15,38,27,25.1,4.58,1,Cabe
608,11,15,38,24,25.1,7.77,1,Cabe
609,11,15,38,24,25.1,7.78,1,Cabe
610,11,15,38,25,25.1,4.98,1,Cabe
611,11,15,38,24,25.1,4.3,1,Cabe
612,11,15,38,24,25.1,5.17,1,Cabe
613,11,15,38,24,25.1,7.6,1,Cabe
614,11,15,38,25,25.1,7.74,1,Cabe
615,11,15,38,26,25.1,4.87,1,Cabe
616,11,15,38,24,25.1,4.64,1,Cabe
617,11,15,38,26,25.1,4.99,1,Cabe
618,11,15,38,24,25.1,7.77,1,Cabe
619,11,15,38,28,25.1,7.78,1,Cabe
620,11,15,38,24,25.1,4.5,1,Cabe
621,11,15,38,26,25.1,4.85,1,Cabe
622,11,15,38,28,25.1,4.68,1,Cabe
623,11,15,38,24,25.1,7.77,1,Cabe
624,11,15,38,24,25.1,7.78,1,Cabe
625,11,15,38,24,25.1,4.51,1,Cabe
626,11,15,38,24,25.1,5.04,1,Cabe
627,11,15,38,28,25.1,4.6,1,Cabe
628,11,15,38,25,25.1,7.77,1,Cabe
629,11,15,38,24,25.1,7.74,1,Cabe
630,11,15,38,26,25.1,4.68,1,Cabe
631,11,15,38,24,25.1,5.16,1,Cabe
632,11,15,38,24,25.1,5.08,1,Cabe
633,11,15,38,24,25.1,7.77,1,Cabe
634,11,15,38,27,25.1,7.75,1,Cabe
635,11,15,38,26,25.1,4.97,1,Cabe
636,11,15,38,24,25.1,5.11,1,Cabe
637,11,15,38,28,25.1,5.39,1,Cabe
638,11,15,38,24,25.1,7.76,1,Cabe
639,11,15,38,26,25.1,4.75,1,Cabe
640,11,15,38,24,25.1,4.73,1,Cabe
641,11,15,38,24,25.1,5.25,1,Cabe
642,11,15,38,28,25.1,7.77,1,Cabe
643,11,15,38,27,25.1,7.78,1,Cabe
644,11,15,38,27,25.1,5.08,1,Cabe
645,11,15,38,24,25.1,5.07,1,Cabe
646,11,15,38,26,25.1,4.67,1,Cabe
647,11,15,38,24,25.1,7.75,1,Cabe
648,11,15,38,25,25.1,5,1,Cabe
649,11,15,38,26,25.1,4.7,1,Cabe
650,11,15,38,27,25.1,4.95,1,Cabe
651,11,15,38,24,25.1,7.77,1,Cabe
652,11,15,38,24,25.1,7.78,1,Cabe
653,11,15,38,24,25.1,5.08,1,Cabe
654,11,15,38,24,25.1,4.7,1,Cabe
655,11,15,38,25,25.1,4.94,1,Cabe
656,11,15,38,28,25.1,7.77,1,Cabe
657,11,15,38,24,25.1,7.74,1,Cabe
658,11,15,38,24,25.1,4.68,1,Cabe
659,11,15,38,24,25.1,4.89,1,Cabe
660,11,15,38,25,25.1,4.8,1,Cabe
661,11,15,38,26,25.1,7.77,1,Cabe
662,11,15,38,25,25.1,7.75,1,Cabe
663,11,15,38,24,24.57,4.63,1,Cabe
664,11,15,38,24,25.1,4.74,1,Cabe
665,11,15,38,24,25.1,7.77,1,Cabe
666,11,15,38,28,25.1,7.78,1,Cabe
667,11,15,38,25,25.1,4.52,1,Cabe
668,11,15,38,24,25.1,5.25,1,Cabe
669,11,15,38,27,25.1,5.05,1,Cabe
670,11,15,38,24,25.1,7.77,1,Cabe
671,11,15,38,26,25.1,7.78,1,Cabe
672,11,15,38,24,25.1,4.4,1,Cabe
673,11,15,38,26,25.1,4.52,1,Cabe
674,11,15,38,26,25.1,5.08,1,Cabe
675,11,15,38,24,25.1,7.77,1,Cabe
676,11,15,38,24,25.1,7.78,1,Cabe
677,11,15,38,28,25.1,4.29,1,Cabe
678,11,15,38,24,25.1,4.94,1,Cabe
679,11,15,38,26,25.1,5.11,1,Cabe
680,11,15,38,24,25.1,7.77,1,Cabe
681,11,15,38,28,25.1,7.78,1,Cabe
682,11,15,38,25,25.1,4.51,1,Cabe
683,11,15,38,27,25.1,4.47,1,Cabe
684,11,15,38,25,25.1,5.22,1,Cabe
685,11,15,38,26,25.1,7.75,1,Cabe
686,11,15,38,24,25.1,7.77,1,Cabe
687,11,15,38,28,25.1,4.48,1,Cabe
688,11,15,38,28,25.1,5.42,1,Cabe
689,11,15,38,28,25.1,4.79,1,Cabe
690,11,15,38,27,25.1,7.68,1,Cabe
691,11,15,38,24,25.1,4.95,1,Cabe
692,11,15,38,24,25.1,4.89,1,Cabe
693,11,15,38,25,25.1,5,1,Cabe
694,11,15,38,24,25.1,7.77,1,Cabe
695,11,15,38,27,25.1,7.78,1,Cabe
696,11,15,38,28,25.1,4.65,1,Cabe
697,11,15,38,25,25.1,4.77,1,Cabe
698,11,15,38,26,25.1,5.04,1,Cabe
699,11,15,38,24,25.1,7.77,1,Cabe
700,11,15,38,27,25.1,7.78,1,Cabe
701,11,15,38,24,25.1,4.89,1,Cabe
702,11,15,38,24,25.1,5.06,1,Cabe
703,11,15,38,27,25.1,4.92,1,Cabe
704,11,15,38,24,25.1,7.72,1,Cabe
705,11,15,38,24,25.1,5.09,1,Cabe
706,11,15,38,26,25.1,5.04,1,Cabe
707,11,15,38,27,25.1,5.11,1,Cabe
708,11,15,38,25,25.1,7.77,1,Cabe
709,11,15,38,24,25.1,7.78,1,Cabe
710,11,15,38,26,25.1,4.94,1,Cabe
711,11,15,38,24,25.1,5.24,1,Cabe
712,11,15,38,24,25.1,5.22,1,Cabe
713,11,15,38,28,25.1,7.76,1,Cabe
714,11,15,38,25,24.57,5.15,1,Cabe
715,11,15,38,28,25.1,4.54,1,Cabe
716,11,15,38,24,25.1,4.98,1,Cabe
717,11,15,38,24,25.1,7.77,1,Cabe
718,11,15,38,26,25.1,7.78,1,Cabe
719,11,15,38,27,25.1,7.78,1,Cabe
720,11,15,38,25,25.1,4.83,1,Cabe
721,11,15,38,28,25.1,4.63,1,Cabe
722,11,15,38,27,25.1,4.82,1,Cabe
723,11,15,38,27,25.1,7.74,1,Cabe
724,11,15,38,27,25.1,4.8,1,Cabe
725,11,15,38,24,25.1,4.82,1,Cabe
726,11,15,38,24,25.1,5.44,1,Cabe
727,11,15,38,24,25.1,7.76,1,Cabe
728,11,15,38,25,25.1,4.76,1,Cabe
729,11,15,38,24,24.57,4.86,1,Cabe
730,11,15,38,27,25.1,5.2,1,Cabe
731,11,15,38,26,25.1,7.77,1,Cabe
732,11,15,38,26,24.57,7.78,1,Cabe
733,11,15,38,27,25.1,4.57,1,Cabe
734,11,15,38,24,25.1,4.8,1,Cabe
735,11,15,38,24,25.1,4.95,1,Cabe
736,11,15,38,24,25.1,7.77,1,Cabe
737,11,15,38,24,25.1,7.73,1,Cabe
738,11,15,38,24,25.1,4.97,1,Cabe
739,11,15,38,25,25.1,5.01,1,Cabe
740,11,15,38,27,25.1,5.24,1,Cabe
741,11,15,38,24,25.1,7.76,1,Cabe
742,11,15,38,27,25.1,4.88,1,Cabe
743,11,15,38,28,25.1,4.69,1,Cabe
744,11,15,38,27,25.1,4.67,1,Cabe
745,11,15,38,25,25.1,7.77,1,Cabe
746,11,15,38,26,25.1,7.78,1,Cabe
747,11,15,38,24,25.1,4.44,1,Cabe
748,11,15,38,27,25.1,4.92,1,Cabe
749,11,15,38,27,25.1,5.12,1,Cabe
750,11,15,38,24,25.1,7.77,1,Cabe
751,11,15,38,24,25.1,7.78,1,Cabe
752,11,15,38,25,25.1,4.82,1,Cabe
753,11,15,38,25,25.1,4.74,1,Cabe
754,11,15,38,24,25.1,4.78,1,Cabe
755,11,15,38,28,25.1,7.77,1,Cabe
756,11,15,38,24,25.1,7.78,1,Cabe
757,11,15,38,27,25.1,4.62,1,Cabe
758,11,15,38,24,25.1,4.78,1,Cabe
759,11,15,38,24,25.1,5.1,1,Cabe
760,11,15,38,26,25.1,7.76,1,Cabe
761,11,15,38,24,25.1,4.79,1,Cabe
762,11,15,38,24,25.1,4.82,1,Cabe
763,11,15,38,28,25.1,5.06,1,Cabe
764,11,15,38,27,25.1,7.77,1,Cabe
765,11,15,38,24,25.1,7.78,1,Cabe
766,11,15,38,24,25.1,5.16,1,Cabe
767,11,15,38,25,25.1,5.12,1,Cabe
768,11,15,38,24,25.1,5.11,1,Cabe
769,11,15,38,24,25.1,7.74,1,Cabe
770,11,15,38,27,25.1,5.01,1,Cabe
771,11,15,38,25,25.1,5.17,1,Cabe
772,11,15,38,27,25.1,5.35,1,Cabe
773,11,15,38,28,25.1,7.76,1,Cabe
774,11,15,38,24,25.1,7.78,1,Cabe
775,11,15,38,25,25.1,4.47,1,Cabe
776,11,15,38,24,25.1,4.92,1,Cabe
777,11,15,38,28,25.1,5.02,1,Cabe
778,11,15,38,27,25.1,7.77,1,Cabe
779,11,15,38,24,25.1,7.78,1,Cabe
780,11,15,38,25,25.1,4.97,1,Cabe
781,11,15,38,26,25.1,4.95,1,Cabe
782,11,15,38,28,25.1,4.9,1,Cabe
783,11,15,38,26,25.1,7.76,1,Cabe
784,11,15,38,24,25.1,4.94,1,Cabe
785,11,15,38,24,25.1,4.91,1,Cabe
786,11,15,38,25,25.1,4.63,1,Cabe
787,11,15,38,24,25.1,7.77,1,Cabe
788,11,15,38,28,25.1,7.78,1,Cabe
789,11,15,38,24,25.1,4.48,1,Cabe
790,11,15,38,24,25.1,4.59,1,Cabe
791,11,15,38,26,25.1,4.99,1,Cabe
792,11,15,38,24,25.1,7.77,1,Cabe
793,11,15,38,24,25.1,7.67,1,Cabe
794,11,15,38,25,25.1,5,1,Cabe
795,11,15,38,24,25.1,5.17,1,Cabe
796,11,15,38,24,25.1,4.98,1,Cabe
797,11,15,38,27,25.1,7.77,1,Cabe
798,11,15,38,26,25.1,7.78,1,Cabe
799,11,15,38,25,25.1,4.47,1,Cabe
800,11,15,38,26,25.1,4.95,1,Cabe
801,11,15,38,24,25.1,5.11,1,Cabe
802,11,15,38,24,25.1,7.77,1,Cabe
803,11,15,38,24,25.1,7.78,1,Cabe
804,11,15,38,24,25.1,4.96,1,Cabe
805,11,15,38,24,25.1,5.17,1,Cabe
806,11,15,38,27,25.1,5.26,1,Cabe
807,11,15,38,26,25.1,7.76,1,Cabe
808,11,15,38,25,25.1,7.78,1,Cabe
809,11,15,38,27,25.1,4.38,1,Cabe
810,11,15,38,26,25.1,5.02,1,Cabe
811,11,15,38,24,25.1,4.77,1,Cabe
812,11,15,38,24,25.1,7.77,1,Cabe
813,11,15,38,24,25.1,7.78,1,Cabe
814,11,15,38,28,25.1,4.58,1,Cabe
815,11,15,38,25,25.1,4.64,1,Cabe
816,11,15,38,26,25.1,4.51,1,Cabe
817,11,15,38,27,25.1,7.77,1,Cabe
818,11,15,38,24,25.1,4.87,1,Cabe
819,11,15,38,24,25.1,5.03,1,Cabe
820,11,15,38,28,25.1,5.02,1,Cabe
821,11,15,38,24,25.1,7.77,1,Cabe
822,11,15,38,25,25.1,7.78,1,Cabe
823,11,15,38,24,25.1,4.75,1,Cabe
824,11,15,38,26,25.1,4.68,1,Cabe
825,11,15,38,24,25.1,4.74,1,Cabe
826,11,15,38,24,25.1,7.75,1,Cabe
827,11,15,38,24,25.1,4.68,1,Cabe
828,11,15,38,26,25.1,4.84,1,Cabe
829,11,15,38,26,25.1,4.85,1,Cabe
830,11,15,38,25,25.1,7.77,1,Cabe
831,11,15,38,24,25.1,7.71,1,Cabe
832,11,15,38,28,25.1,5,1,Cabe
833,11,15,38,27,25.1,4.62,1,Cabe
834,11,15,38,25,25.1,5.01,1,Cabe
835,11,15,38,28,24.57,7.76,1,Cabe
836,11,15,38,28,25.1,4.77,1,Cabe
837,11,15,38,24,25.1,5.26,1,Cabe
838,11,15,38,24,25.1,5.28,1,Cabe
839,11,15,38,27,25.1,7.76,1,Cabe
840,11,15,38,24,25.1,7.78,1,Cabe
841,11,15,38,24,25.1,4.55,1,Cabe
842,11,15,38,24,25.1,5.39,1,Cabe
843,11,15,38,26,25.1,5.2,1,Cabe
844,11,15,38,26,24.57,7.77,1,Cabe
845,11,15,38,28,25.1,7.78,1,Cabe
846,11,15,38,24,25.1,4.61,1,Cabe
847,11,15,38,24,25.1,4.65,1,Cabe
848,11,15,38,24,25.1,5.26,1,Cabe
849,11,15,38,24,25.1,7.77,1,Cabe
850,11,15,38,24,25.1,7.78,1,Cabe
851,11,15,38,27,25.1,4.63,1,Cabe
852,11,15,38,25,25.1,4.61,1,Cabe
853,11,15,38,27,25.1,4.85,1,Cabe
854,11,15,38,24,25.1,7.77,1,Cabe
855,11,15,38,26,25.1,4.94,1,Cabe
856,11,15,38,27,25.1,4.91,1,Cabe
857,11,15,38,28,25.1,5.09,1,Cabe
858,11,15,38,26,25.1,7.77,1,Cabe
859,11,15,38,28,25.1,7.78,1,Cabe
860,11,15,38,28,25.1,5.19,1,Cabe
861,11,15,38,25,25.1,5.27,1,Cabe
862,11,15,38,24,25.1,5.16,1,Cabe
863,11,15,38,27,25.1,7.77,1,Cabe
864,11,15,38,24,25.1,7.78,1,Cabe
865,11,15,38,28,25.1,4.86,1,Cabe
866,11,15,38,24,25.1,5.2,1,Cabe
867,11,15,38,24,25.1,5.26,1,Cabe
868,11,15,38,24,25.1,7.76,1,Cabe
869,11,15,38,25,25.1,7.78,1,Cabe
870,11,15,38,27,25.1,4.58,1,Cabe
871,11,15,38,27,25.1,4.7,1,Cabe
872,11,15,38,24,25.1,4.84,1,Cabe
873,11,15,38,24,24.57,7.77,1,Cabe
874,11,15,38,25,24.57,7.7,1,Cabe
875,11,15,38,25,25.1,4.58,1,Cabe
876,11,15,38,28,25.1,4.66,1,Cabe
877,11,15,38,25,25.1,7.77,1,Cabe
878,11,15,38,27,24.57,7.78,1,Cabe
879,11,15,38,24,24.57,7.78,1,Cabe
880,11,15,38,24,25.1,4.96,1,Cabe
881,11,15,38,27,25.1,4.78,1,Cabe
882,11,15,38,24,25.1,5.33,1,Cabe
883,11,15,38,24,25.1,7.77,1,Cabe
884,11,15,38,24,24.57,7.73,1,Cabe
885,11,15,38,24,25.1,4.91,1,Cabe
886,11,15,38,28,25.1,4.91,1,Cabe
887,11,15,38,26,25.1,7.77,1,Cabe
888,11,15,38,24,25.1,7.78,1,Cabe
889,11,15,38,25,25.1,4.23,1,Cabe
890,11,15,38,28,25.1,4.67,1,Cabe
891,11,15,38,25,25.1,5.12,1,Cabe
892,11,15,38,25,25.1,7.77,1,Cabe
893,11,15,38,24,25.1,7.78,1,Cabe
894,11,15,38,27,25.1,4.89,1,Cabe
895,11,15,38,28,25.1,5.14,1,Cabe
896,11,15,38,26,25.1,5.05,1,Cabe
897,11,15,38,25,25.1,7.77,1,Cabe
898,11,15,38,25,25.1,7.78,1,Cabe
899,11,15,38,24,25.1,5.25,1,Cabe
900,11,15,38,25,25.1,4.81,1,Cabe
901,11,15,38,24,25.1,4.72,1,Cabe
902,11,15,38,26,25.1,7.75,1,Cabe
903,11,15,38,24,25.1,4.91,1,Cabe
904,11,15,38,25,25.1,5.09,1,Cabe
905,11,15,38,24,25.1,5,1,Cabe
906,11,15,38,25,24.57,7.77,1,Cabe
907,11,15,38,25,24.57,7.78,1,Cabe
908,11,15,38,27,25.1,5.18,1,Cabe
909,11,15,38,27,25.1,4.88,1,Cabe
910,11,15,38,24,25.1,5.36,1,Cabe
911,11,15,38,24,25.1,7.76,1,Cabe
912,11,15,38,24,25.1,7.78,1,Cabe
913,11,15,38,26,25.1,4.98,1,Cabe
914,11,15,38,28,25.1,5.03,1,Cabe
915,11,15,38,24,25.1,5.04,1,Cabe
916,11,15,38,25,25.1,7.76,1,Cabe
917,11,15,38,25,25.1,7.78,1,Cabe
918,11,15,38,26,25.1,4.63,1,Cabe
919,11,15,38,27,25.1,4.77,1,Cabe
920,11,15,38,26,25.1,4.81,1,Cabe
921,11,15,38,27,25.1,7.65,1,Cabe
922,11,15,38,24,25.1,4.7,1,Cabe
923,11,15,38,26,25.1,4.76,1,Cabe
924,11,15,38,26,25.1,5.31,1,Cabe
925,11,15,38,24,25.1,7.77,1,Cabe
926,11,15,38,26,25.1,7.78,1,Cabe
927,11,15,38,26,25.1,4.86,1,Cabe
928,11,15,38,24,25.1,5.27,1,Cabe
929,11,15,38,24,25.1,4.87,1,Cabe
930,11,15,38,24,25.1,7.77,1,Cabe
931,11,15,38,27,25.1,7.78,1,Cabe
932,11,15,38,25,25.1,4.72,1,Cabe
933,11,15,38,24,25.1,4.67,1,Cabe
934,11,15,38,24,25.1,4.83,1,Cabe
935,11,15,38,25,25.1,7.77,1,Cabe
936,11,15,38,26,24.57,5.26,1,Cabe
937,11,15,38,24,25.1,4.74,1,Cabe
938,11,15,38,24,24.57,4.81,1,Cabe
939,11,15,38,25,24.57,7.77,1,Cabe
940,11,15,38,25,25.1,7.78,1,Cabe
941,11,15,38,25,25.1,4.87,1,Cabe
942,11,15,38,27,25.1,5.13,1,Cabe
943,11,15,38,25,25.1,4.71,1,Cabe
944,11,15,38,24,25.1,7.77,1,Cabe
945,11,15,38,26,25.1,7.78,1,Cabe
946,11,15,38,26,25.1,4.96,1,Cabe
947,11,15,38,24,25.1,4.67,1,Cabe
948,11,15,38,28,25.1,5.02,1,Cabe
949,11,15,38,28,25.1,7.77,1,Cabe
950,11,15,38,24,25.1,7.78,1,Cabe
951,11,15,38,24,25.1,5,1,Cabe
952,11,15,38,27,25.1,4.64,1,Cabe
953,11,15,38,25,25.1,4.84,1,Cabe
954,11,15,38,24,25.1,7.77,1,Cabe
955,11,15,38,24,25.1,7.78,1,Cabe
956,11,15,38,24,25.1,5.08,1,Cabe
957,11,15,38,24,25.1,5.01,1,Cabe
958,11,15,38,24,24.57,5.01,1,Cabe
959,11,15,38,24,25.1,7.76,1,Cabe
960,11,15,38,24,24.57,7.78,1,Cabe
961,11,15,38,25,24.57,4.82,1,Cabe
962,11,15,38,24,25.1,4.8,1,Cabe
963,11,15,38,24,25.1,7.77,1,Cabe
964,11,15,38,24,25.1,7.78,1,Cabe
965,11,15,38,24,25.1,7.78,1,Cabe
966,11,15,38,26,25.1,5.18,1,Cabe
967,11,15,38,24,25.1,4.98,1,Cabe
968,11,15,38,26,24.57,4.93,1,Cabe
969,11,15,38,25,25.1,7.76,1,Cabe
970,11,15,38,25,24.57,4.54,1,Cabe
971,11,15,38,24,25.1,5.08,1,Cabe
972,11,15,38,26,25.1,5.11,1,Cabe
973,11,15,38,24,25.1,7.77,1,Cabe
974,11,15,38,26,25.1,7.78,1,Cabe
975,11,15,38,25,25.1,5.07,1,Cabe
976,11,15,38,26,24.57,5.19,1,Cabe
977,11,15,38,27,24.57,5.32,1,Cabe
978,11,15,38,25,25.1,7.76,1,Cabe
979,11,15,38,24,24.57,7.78,1,Cabe
980,11,15,38,24,25.1,4.83,1,Cabe
981,11,15,38,24,25.1,5.05,1,Cabe
982,11,15,38,24,24.57,5.05,1,Cabe
983,11,15,38,24,24.57,7.76,1,Cabe
984,11,15,38,24,24.57,7.78,1,Cabe
985,11,15,38,24,25.1,5.3,1,Cabe
986,11,15,38,24,24.57,4.72,1,Cabe
987,11,15,38,24,25.1,4.73,1,Cabe
988,11,15,38,24,25.1,7.76,1,Cabe
989,11,15,38,24,24.57,5.16,1,Cabe
990,11,15,38,24,24.57,4.48,1,Cabe
991,11,15,38,24,25.1,4.77,1,Cabe
992,11,15,38,24,25.1,7.77,1,Cabe
993,11,15,38,24,25.1,7.78,1,Cabe
994,11,15,38,27,24.57,4.38,1,Cabe
995,11,15,38,24,24.57,5.24,1,Cabe
996,11,15,38,28,25.1,4.81,1,Cabe
997,11,15,38,24,25.1,7.77,1,Cabe
998,11,15,38,27,24.57,7.78,1,Cabe
999,11,15,38,28,24.57,5.33,1,Cabe
1000,11,15,38,28,25.1,5.22,1,Cabe
1001,11,15,38,42,25.1,4.77,1,Cabe
1002,11,15,38,42,25.1,4.41,1,Cabe
1003,11,15,38,44,25.1,5.11,1,Cabe
1004,11,15,38,43,25.1,5.07,1,Cabe
1005,11,15,38,44,25.1,7.47,1,Cabe
1006,11,15,38,42,25.1,6.9,1,Cabe
1007,11,15,38,42,25.1,4.37,1,Cabe
1008,11,15,38,42,25.1,5.18,1,Cabe
1009,11,15,38,42,25.1,5.42,1,Cabe
1010,11,15,38,42,25.1,7.12,1,Cabe
1011,11,15,38,42,25.1,4.55,1,Cabe
1012,11,15,38,43,25.1,5.22,1,Cabe
1013,11,15,38,42,25.1,4.84,1,Cabe
1014,11,15,38,44,25.1,5.31,1,Cabe
1015,11,15,38,41,25.1,6.91,1,Cabe
1016,11,15,38,44,25.1,4.96,1,Cabe
1017,11,15,38,41,25.1,5.08,1,Cabe
1018,11,15,38,41,25.1,5.13,1,Cabe
1019,11,15,38,41,25.1,7.04,1,Cabe
1020,11,15,38,42,25.1,4.05,1,Cabe
1021,11,15,38,42,25.1,5.09,1,Cabe
1022,11,15,38,44,25.1,5.03,1,Cabe
1023,11,15,38,41,25.1,7.39,1,Cabe
1024,11,15,38,44,25.1,6.92,1,Cabe
1025,11,15,38,41,25.1,4.5,1,Cabe
1026,11,15,38,43,25.1,4.6,1,Cabe
1027,11,15,38,41,25.1,4.78,1,Cabe
1028,11,15,38,41,25.1,6.82,1,Cabe
1029,11,15,38,41,25.1,4.33,1,Cabe
1030,11,15,38,42,25.1,4.76,1,Cabe
1031,11,15,38,41,25.1,5.2,1,Cabe
1032,11,15,38,41,25.1,7.29,1,Cabe
1033,11,15,38,41,25.1,6.58,1,Cabe
1034,11,15,38,41,25.1,4.35,1,Cabe
1035,11,15,38,41,25.1,5.1,1,Cabe
1036,11,15,38,41,25.1,4.92,1,Cabe
1037,11,15,38,41,25.1,7.43,1,Cabe
1038,11,15,38,41,25.1,3.99,1,Cabe
1039,11,15,38,41,25.1,5.17,1,Cabe
1040,11,15,38,41,25.1,4.61,1,Cabe
1041,11,15,38,41,25.1,7.47,1,Cabe
1042,11,15,38,41,25.1,6.82,1,Cabe
1043,11,15,38,41,25.1,4.87,1,Cabe
1044,11,15,38,44,25.1,4.55,1,Cabe
1045,11,15,38,41,25.1,5.28,1,Cabe
1046,11,15,38,41,25.1,7.11,1,Cabe
1047,11,15,38,41,25.1,6.76,1,Cabe
1048,11,15,38,40,25.1,4.78,1,Cabe
1049,11,15,38,41,25.1,5.27,1,Cabe
1050,11,15,38,44,25.1,5.02,1,Cabe
1051,11,15,38,41,25.1,7.04,1,Cabe
1052,11,15,38,40,25.1,4.83,1,Cabe
1053,11,15,38,40,25.1,5.05,1,Cabe
1054,11,15,38,42,25.1,4.98,1,Cabe
1055,11,15,38,40,25.1,7.5,1,Cabe
1056,11,15,38,43,25.1,4.34,1,Cabe
1057,11,15,38,40,25.1,4.84,1,Cabe
1058,11,15,38,40,25.1,4.72,1,Cabe
1059,11,15,38,41,25.1,7.54,1,Cabe
1060,11,15,38,41,25.1,6.8,1,Cabe
1061,11,15,38,41,25.1,4.99,1,Cabe
1062,11,15,38,43,25.1,4.85,1,Cabe
1063,11,15,38,40,25.1,5.06,1,Cabe
1064,11,15,38,41,25.1,7.62,1,Cabe
1065,11,15,38,40,25.1,4.08,1,Cabe
1066,11,15,38,42,25.1,4.73,1,Cabe
1067,11,15,38,40,25.1,5.04,1,Cabe
1068,11,15,38,42,25.1,7.38,1,Cabe
1069,11,15,38,40,25.1,6.92,1,Cabe
1070,11,15,38,43,25.1,4.32,1,Cabe
1071,11,15,38,41,25.1,4.93,1,Cabe
1072,11,15,38,40,25.1,5.26,1,Cabe
1073,11,15,38,40,25.1,7.19,1,Cabe
1074,11,15,38,40,25.1,4.65,1,Cabe
1075,11,15,38,42,25.1,5.12,1,Cabe
1076,11,15,38,43,25.1,4.82,1,Cabe
1077,11,15,38,40,25.1,7.29,1,Cabe
1078,11,15,38,40,25.1,7.23,1,Cabe
1079,11,15,38,43,25.1,4.85,1,Cabe
1080,11,15,38,42,25.1,4.92,1,Cabe
1081,11,15,38,40,25.1,5.03,1,Cabe
1082,11,15,38,40,25.1,7.08,1,Cabe
1083,11,15,38,42,25.1,4.37,1,Cabe
1084,11,15,38,40,25.1,4.95,1,Cabe
1085,11,15,38,40,25.1,5.01,1,Cabe
1086,11,15,38,41,25.1,7.15,1,Cabe
1087,11,15,38,41,25.1,7.03,1,Cabe
1088,11,15,38,40,25.1,4.54,1,Cabe
1089,11,15,38,41,25.1,4.89,1,Cabe
1090,11,15,38,40,25.1,4.93,1,Cabe
1091,11,15,38,40,25.1,6.56,1,Cabe
1092,11,15,38,41,25.1,4.74,1,Cabe
1093,11,15,38,42,25.1,4.71,1,Cabe
1094,11,15,38,40,25.1,5.12,1,Cabe
1095,11,15,38,40,25.1,6.97,1,Cabe
1096,11,15,38,40,25.1,4.85,1,Cabe
1097,11,15,38,43,25.1,4.96,1,Cabe
1098,11,15,38,40,25.1,4.9,1,Cabe
1099,11,15,38,40,25.1,7.19,1,Cabe
1100,11,15,38,41,25.1,4.45,1,Cabe
1101,11,15,38,42,25.1,4.63,1,Cabe
1102,11,15,38,41,25.1,4.63,1,Cabe
1103,11,15,38,41,25.1,5.17,1,Cabe
1104,11,15,38,42,25.1,7.28,1,Cabe
1105,11,15,38,43,25.1,4.25,1,Cabe
1106,11,15,38,40,25.1,5.08,1,Cabe
1107,11,15,38,40,25.1,5.17,1,Cabe
1108,11,15,38,40,25.1,7.11,1,Cabe
1109,11,15,38,40,25.1,6.74,1,Cabe
1110,11,15,38,43,25.1,4.64,1,Cabe
1111,11,15,38,40,25.1,4.85,1,Cabe
1112,11,15,38,40,25.1,4.89,1,Cabe
1113,11,15,38,40,25.1,6.87,1,Cabe
